category,ntail-sphinx,GpuKMeansBatchCpu
runtime,45.13929009437561,88.53003454208374
llc_references,90401646.43258426,82844102.24586289
llc_misses,28708782.443820223,18130574.37352246
instructions,1321722371.5730338,1972149633.286052
cycles,3843794561.095505,3012363122.3877068
gpu_core_util,0.47752808988764045,0.4373522458628842
gpu_core_freq,6500.0,6500.0
gpu_emc_util,29.775280898876403,22.541371158392437
gpu_emc_freq,9330.0,9330.0
