r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
145389958,1232398878,2730879300,4640316292,0,140,0,1866
132703122,1023333508,2263908755,4231467884,0,140,1,1866
182576693,1520467128,3232938945,6012952914,0,140,1,1866
214166389,1839919835,4004131978,7295127615,0,140,3,1866
214282098,1784909486,3885174563,7075286361,0,140,3,1866
194820509,1613462864,3526587340,6407437002,0,140,4,1866
193557947,1555322779,3538022546,6351130102,0,140,4,1866
143080731,1292075600,3228819428,4836824656,0,140,4,1866
199554772,1536069140,3424729914,6138390704,0,140,3,1866
188036493,1911019849,4663529654,6769268984,0,140,3,1866
131313994,1540742978,3976815876,5385053737,0,140,3,1866
193601648,1827312496,4093232692,6405207241,0,140,3,1866
126706969,1183271719,2753434698,4038326409,0,140,3,1866
163935210,1808087188,5137751044,6807998616,0,140,3,1866
212499279,1502066303,3240932016,6150857858,0,140,3,1866
183106555,1627688780,3695576465,6183404692,0,140,3,1866
119388343,948458764,2103152723,3670703499,0,140,3,1866
141041024,1154387906,2535895373,4497590941,0,140,3,1866
104568686,899078405,2064531335,3527099939,0,140,3,1866
136162629,1085403480,2424084075,4798473537,0,140,2,1866
125647741,1076266350,2483652445,4163735556,0,140,3,1866
126011302,853039703,1929239538,3748981927,0,140,3,1866
196715019,1163840531,2506921219,5615070434,0,140,3,1866
146317460,1009889117,2277980845,4562735846,0,140,3,1866
150523870,1070389105,2413630216,5210211354,0,140,3,1866
175724616,1469759764,3304961182,6036041802,0,140,3,1866
125324331,1089363238,2466061340,4276720860,0,140,3,1866
151633079,1163660139,2528059590,5113508689,0,140,3,1866
166722186,1602503350,3488096040,5558058582,0,140,3,1866
120267954,1182217197,2916665475,4815336674,0,140,3,1866
159125484,1107110850,2417013108,4769010062,0,140,3,1866
221323917,1799676929,4053326181,6953509515,0,140,3,1866
203552474,1522935344,3391332599,6643975223,0,140,3,1866
166569412,1466161167,3259444941,5394153867,0,140,4,1866
197489459,1534720189,3362946892,6396945792,0,140,4,1866
196548530,1506215135,3371947513,6723243053,0,140,4,1866
184785265,1390721914,3200779180,6322414322,99,140,4,1866
171340142,1361232068,3075155483,5236334584,0,140,5,1866
187834546,1486396590,3329886753,6353543485,0,140,5,1866
160032074,1168913163,2571402805,4919975201,99,140,5,1866
146575772,1169799057,2596558098,4692711574,0,140,4,1866
121969011,1040516854,2383334256,4169159290,0,140,4,1866
152494986,1172848476,2610637871,4813005761,0,140,4,1866
152643475,1571189370,3651061725,5391511252,0,140,4,1866
125503412,957004696,2178513302,4094385234,99,140,4,1866
147605000,1079104028,2433147843,4355391552,99,140,4,1866
65378297,636904105,1460093486,2214737930,0,140,4,1866
