category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.27967953681946,182.2924780845642
llc_references,44890072.1474359,59726747.91431793
llc_misses,3588224.423076923,2991997.012401353
instructions,471247313.2692308,3432876400.0676436
cycles,993951448.7179487,2784073487.057497
gpu_core_util,272.8044871794872,98.39909808342728
gpu_core_freq,6500.0,6500.0
gpu_emc_util,52.27564102564102,19.718151071025932
gpu_emc_freq,9330.0,9330.0
