r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
60257895,442281966,1024115677,1831936349,0,1300,0,1866
60676712,420369907,1021835713,1869729647,0,1300,1,1866
60232568,344723617,769672765,1707248275,0,1300,1,1866
40492243,340765929,786705294,1229434264,0,1300,1,1866
45000179,362823956,860577842,1364420478,0,1300,1,1866
47757168,391172609,947914442,1463538301,0,1300,1,1866
56505403,485262835,1148118511,1725737559,0,1300,2,1866
55134582,397538695,924071951,1544356164,0,1300,2,1866
57237955,629961310,1892098774,2354770924,0,1300,2,1866
45652274,337519030,796069179,1351279327,0,1300,2,1866
53408700,442815951,1116987417,1694523582,0,1300,2,1866
39262141,605888888,1840751353,1572360832,0,1300,2,1866
44446028,619319109,1783877212,2142163308,0,1300,2,1866
41499152,605233540,1974001043,1647361766,0,1300,2,1866
53560645,425887813,1079372223,1508134050,0,1300,2,1866
108763649,1011950612,2359210917,3367764823,0,1300,2,1866
106671621,1235599110,3588382177,3999804140,0,1300,2,1866
93666930,803400262,1847155194,2949205035,0,1300,2,1866
56818490,540346436,1302214169,1710787224,0,1300,2,1866
111929599,903967770,2010342070,3332055120,0,1300,2,1866
121035513,968408829,2114814980,3609267842,0,1300,2,1866
93020456,758305450,1729265127,3024604602,0,1300,2,1866
106160298,921036305,2106743995,3480486497,0,1300,2,1866
98788029,827483625,1926195911,3328713600,0,1300,2,1866
124995456,964586498,2196890843,4009767425,0,1300,2,1866
130741057,926822441,2074726890,3931613239,0,1300,2,1866
147666965,887842763,1966833892,3875434222,0,1300,2,1866
150139182,890326476,1939172820,3936681516,0,1300,2,1866
88935143,719094480,1687750633,2980765707,0,1300,2,1866
131321764,895189420,2010020617,3985612528,0,1300,2,1866
116062010,1027318329,2480946931,3978793149,0,1300,2,1866
108522119,949582852,2326202815,3849806421,0,1300,2,1866
122347396,990148154,2159833145,3943992481,0,1300,2,1866
115939628,1044851947,2322517538,3632992364,0,1300,2,1866
82025588,863153063,2216263102,3348209112,0,1300,2,1866
134737787,1030015392,2312660499,3993366778,0,1300,2,1866
101001618,1023097733,2250991222,3372041121,0,1300,2,1866
132863970,1126932443,2507007338,3964303245,0,1300,2,1866
126914564,883510192,1975996363,3658764129,0,1300,2,1866
147249193,897788532,2040482316,3985372273,0,1300,2,1866
130648183,1155050972,2623856808,3986038481,0,1300,2,1866
135115417,1051881950,2357506332,3872208797,0,1300,2,1866
140478019,988035069,2233995172,3926927964,0,1300,2,1866
138980065,923021134,2072570428,3927261091,62,1300,2,1866
140165250,956504212,2171814262,3967037783,0,1300,3,1866
128748458,902771157,2055098501,3730795711,0,1300,3,1866
149006226,905704610,2072227692,3902171648,0,1300,3,1866
53817729,533017473,1276066290,1791646318,0,1300,3,1866
