category,ntail-xapian,GpuKMeansBatchGpu
runtime,38.00580620765686,49.75504684448242
llc_references,139635323.01204818,106560937.23404256
llc_misses,26654808.43373494,19043984.148936167
instructions,2903614581.1445785,1824993235.5957446
cycles,3850669257.1084337,3546389950.4042554
gpu_core_util,0.4216867469879518,1.6382978723404253
gpu_core_freq,6500.0,6500.0
gpu_emc_util,33.825301204819276,28.148936170212764
gpu_emc_freq,9330.0,9330.0
