category,SparkDSLRCpu,GpuKMeansBatchGpu
runtime,35.774659156799316,71.07284235954285
llc_references,107425192.8235294,90932069.04984424
llc_misses,860331368.5,724661727.165109
instructions,1982445776.3235295,1660542693.6604362
cycles,3607918308.6764708,2943460914.813084
gpu_core_util,0.47058823529411764,4.470404984423676
gpu_core_freq,4435.676470588235,4981.121495327103
gpu_emc_util,20.588235294117645,17.710280373831775
gpu_emc_freq,8000.0,8000.0
