category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,63.876873254776,90.95258069038391
llc_references,45431377.59803922,75231448.48173515
llc_misses,3734495.2777777775,3944499.657534247
instructions,467814904.3464052,2391622017.7739725
cycles,1018879160.5882353,1993878947.0205479
gpu_core_util,259.2647058823529,182.54566210045664
gpu_core_freq,6500.0,6500.0
gpu_emc_util,52.56535947712418,37.75114155251141
gpu_emc_freq,9330.0,9330.0
