category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.08154201507568,442.2346079349518
llc_references,44252863.50482315,69490070.16450417
llc_misses,3757721.5273311897,3399580.3544949023
instructions,460093733.488746,4513461881.360056
cycles,994428099.7909968,3624137236.971733
gpu_core_util,261.76848874598073,36.90917516218721
gpu_core_freq,6500.0,6500.0
gpu_emc_util,52.02572347266881,9.687210379981465
gpu_emc_freq,9330.0,9330.0
