category,ntail-img-dnn,GpuKMeansBatchCpu
runtime,38.654377460479736,43.43639373779297
llc_references,220289372.43975905,41091759.12060301
llc_misses,48231287.62048192,7573098.11557789
instructions,2061505890.813253,757595029.3467337
cycles,3781275335.993976,1423282730.8793972
gpu_core_util,2.0783132530120483,1.105527638190955
gpu_core_freq,2691.7469879518076,3300.829145728643
gpu_emc_util,42.10843373493976,38.065326633165824
gpu_emc_freq,9330.0,9330.0
