category,ntail-sphinx,GpuKMeansBatchGpu
runtime,42.86456823348999,61.10645842552185
llc_references,91138070.79096046,111348595.61855671
llc_misses,28918320.790960453,19407861.39175258
instructions,1333860753.2768362,1883158329.3986254
cycles,3888921922.1468925,3595766249.914089
gpu_core_util,0.4519774011299435,6.219931271477663
gpu_core_freq,6500.0,6500.0
gpu_emc_util,28.78531073446328,24.86254295532646
gpu_emc_freq,9330.0,9330.0
