category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,64.93179082870483,122.30676460266113
llc_references,44449454.741100326,64372807.68189509
llc_misses,3464838.5436893203,3272261.0321489
instructions,461333749.98381877,2662563065.067682
cycles,980069403.8349515,2176999049.7292724
gpu_core_util,276.6990291262136,152.10659898477158
gpu_core_freq,6500.0,6500.0
gpu_emc_util,54.886731391585755,30.5668358714044
gpu_emc_freq,9330.0,9330.0
