category,SparkDSLRGpu
runtime,35.302149057388306
llc_references,165342671.871345
llc_misses,1338272966.1988304
instructions,3056483191.491228
cycles,5610686707.982456
gpu_core_util,0.5263157894736842
gpu_core_freq,5610.0
gpu_emc_util,17.80701754385965
gpu_emc_freq,8000.0
