category,ssd-eval-vgg-gpu-dynamic,ssd-train-vgg-cpu
runtime,84.57675361633301,398.7367298603058
llc_references,56428150.270270266,76924215.6445814
llc_misses,3778358.16953317,3791729.9280945044
instructions,465304626.87960684,4975352993.179251
cycles,1190607185.982801,4002992614.5634313
gpu_core_util,200.08599508599508,41.94915254237288
gpu_core_freq,6500.0,6500.0
gpu_emc_util,39.127764127764124,10.051361068310221
gpu_emc_freq,9330.0,9330.0
