category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.03102254867554,68.6343936920166
llc_references,44800449.22580645,25593014.93865031
llc_misses,3388932.580645161,2032589.8619631901
instructions,463080802.96774197,561051173.6503067
cycles,977109147.1129034,551240976.2883435
gpu_core_util,289.51612903225805,272.4539877300613
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.16129032258065,49.20245398773006
gpu_emc_freq,9330.0,9330.0
