llc_references,llc_misses,instructions,cycles
5054663,3107940,2373136229,1436205954
5112402,3139734,2375077345,1436666802
4918674,3087744,2385080803,1436871506
5057521,3107623,2373993602,1436257367
5034723,3123463,2380940308,1436937328
4994467,3101843,2379393147,1436598200
5010483,3118803,2381529725,1436534813
5088027,3110618,2374640692,1437011584
4947337,3116049,2384289008,1436256900
5049759,3102662,2375780158,1436902521
5103061,3130115,2374312232,1436696872
4932924,3098046,2386348082,1436381460
5058993,3109205,2374397459,1436391890
5031972,3114721,2378526568,1435994230
4995286,3096590,2380687552,1436806088
5014374,3122289,2381790667,1436334321
5095421,3115245,2373541336,1436476935
4950506,3116031,2381235737,1435117740
5050373,3105277,2373784341,1436081425
5098485,3130939,2374569690,1436891627
4933553,3098962,2386945807,1436691620
5057133,3107277,2374411247,1436363685
5032458,3123748,2381858549,1436907658
5000031,3098704,2378442556,1436168921
5005820,3118976,2381779394,1436583595
5090306,3112671,2374167156,1436355102
4954898,3115130,2386253337,1436483404
5047394,3106118,2376174127,1436890327
5087891,3123669,2371134583,1436155787
4950695,3108940,2387755965,1436848990
5052439,3109132,2375474554,1436588621
5029933,3118284,2381524574,1436338708
5005542,3101530,2380115627,1436820209
5007486,3120419,2380005836,1435874673
5082340,3111105,2375448866,1436965283
4961984,3115297,2386821206,1436705250
5052616,3107944,2375174043,1436480207
5081501,3119047,2373679822,1436653002
4951111,3105489,2385544405,1436143066
5046588,3104970,2375055472,1436752128
5028862,3117178,2382654344,1436795169
5016912,3102723,2378973827,1436527884
4999483,3125428,2382511708,1436908856
5076484,3106309,2373347670,1436190662
4961909,3110326,2386749856,1436717088
5042526,3106509,2375131120,1436837744
5081369,3114641,2374056874,1436565815
4960694,3106396,2387431502,1436916040
5046984,3107145,2373378306,1436218397
5027384,3156384,2365425957,1434161795
5009662,3100382,2379111171,1436208358
4999311,3114137,2381221276,1436350631
5081038,3113169,2374475333,1436798954
4956321,3113890,2384803577,1436170629
5041622,3103093,2374582965,1436623262
5084439,3117372,2374547957,1436762403
4960966,3105573,2387060269,1436443202
5046434,3108103,2375724760,1436652416
5026377,3120812,2378953373,1436132131
5008989,3101809,2380183504,1436827146
5002746,3119669,2382006719,1436603568
5077233,3104020,2374561316,1436402434
4972440,3114566,2386318676,1436535729
5046472,3106422,2372870325,1435770713
5082714,3117704,2375364361,1436876881
4964423,3108099,2386217352,1436318137
5047771,3105925,2375002747,1436448582
5022350,3117067,2377877830,1435268857
5013391,3099137,2378158137,1436081728
4999394,3116867,2383054131,1436897647
5074719,3109829,2374198808,1436628205
4969779,3112183,2385913452,1436353411
5045120,3110107,2374169550,1436455920
5073371,3112085,2371908576,1436047261
4966796,3110535,2386951488,1436561112
5045917,3106233,2374233727,1436416926
5026661,3117863,2381634244,1436568514
5020429,3104506,2380189277,1436890861
5000391,3124473,2380171868,1436092852
5074135,3103884,2376059331,1436904529
4970691,3114270,2386376989,1436624399
5047417,3109508,2373879471,1436430334
5076480,3115172,2375057555,1436940837
4968958,3109166,2384755232,1436060374
5040482,3104808,2375178697,1436869311
5025192,3124024,2382379065,1436756876
5022962,3099843,2378572781,1436488566
4994964,3122534,2381509346,1436650679
5075713,3106449,2372441943,1436287923
4965843,3111470,2387871263,1436954715
5048907,3111075,2373985728,1436493777
5068061,3110077,2373390528,1436357229
4965859,3112675,2386796046,1436884577
5042605,3105133,2373432174,1436231629
5019680,3122860,2382047103,1436922525
5021637,3101212,2380701857,1436832616
5001258,3123245,2381622685,1436486976
5065176,3112386,2374754257,1436986450
4968219,3111485,2385741673,1436253615
5049799,3107514,2373877661,1436493017
5069641,3111475,2373496703,1436157563
4968531,3105448,2383383251,1436601827
5049908,3110310,2375809744,1436745585
5019697,3122430,2379655902,1436278986
5022792,3101249,2379553098,1436896595
5004318,3122686,2382724413,1436669388
5068487,3105316,2374621038,1436480287
4964072,3112131,2386931101,1436811503
5058999,3109966,2374423217,1435974837
5066750,3112358,2374921273,1436654042
4966992,3108253,2386765887,1436544877
5048505,3104782,2374295580,1436278257
5020818,3121485,2381451890,1436461226
5022699,3095866,2377259982,1435840547
5006041,3124108,2382094076,1436750041
5068190,3114861,2372774572,1436328811
4971546,3110486,2386187371,1436515576
5055374,3110134,2370132325,1435095640
5061719,3103645,2369585882,1436049736
4965688,3107055,2387077336,1436666465
5050911,3113065,2374859822,1436750693
5020028,3118475,2381869403,1436391129
5022909,3100353,2381108287,1436863002
5001582,3123452,2380408073,1436124572
4993697,3045463,2327137419,1412045592
4963130,3110840,2385656201,1436282769
5048331,3107158,2374970549,1436526442
5080585,3116676,2373999642,1436797972
4958529,3109676,2385523077,1436036416
4961879,3045791,2327406703,1412046324
4984635,3110596,2386312243,1436867599
5036272,3105214,2375281435,1436445311
5013496,3122065,2382045828,1436633472
5021892,3095839,2377759034,1436064516
5010492,3125816,2382266771,1436893905
5057149,3110042,2375743831,1436817689
5132265,3153477,2377818887,1436456545
4893257,3071826,2382846892,1436515621
5061395,3107096,2373770607,1436078846
5039582,3121811,2382076584,1436767290
4991369,3101398,2379161542,1436725553
5015860,3116206,2381816804,1436407792
5059451,3106187,2377598758,1436944519
4971619,3118157,2383253205,1436299007
5054697,3106104,2376237704,1436944889
5111050,3138092,2376437709,1436899007
4919748,3088010,2384664168,1436513593
5057028,3109248,2375197558,1436854574
5034018,3119408,2379082089,1436119633
4991786,3094240,2378298158,1435984326
5013102,3120654,2381799112,1436309334
5097826,3112497,2373690044,1436594625
4944858,3111299,2388217823,1436915445
5048767,3098976,2375054508,1436208268
5095250,3128131,2374701791,1436970666
4937949,3098560,2387552840,1436774270
5054847,3108306,2374266465,1436451008
5027803,3119560,2382592259,1437014028
4994603,3095726,2377830500,1436010390
5006842,3118530,2382329856,1436826234
5083832,3107646,2374557775,1436609619
4960484,3113090,2386163506,1436416568
5053067,3107653,2373676936,1436504800
5089622,3119624,2371358552,1436028135
4951936,3103994,2386669371,1436248703
5053594,3107837,2374036407,1436726196
5044468,3123339,2380620934,1436113292
4999170,3095834,2374629557,1434965153
5006693,3125273,2377673840,1435850775
4965553,3055829,2349361690,1421323213
5010247,3130027,2383126923,1436674952
5061325,3106355,2375131654,1436428662
5123089,3155441,2379557657,1437068892
4900807,3072460,2379915665,1436417366
5064660,3110412,2373779346,1436457815
4994002,3113022,2383790045,1436302275
5030983,3106846,2375097823,1436420288
5010735,3116970,2382524505,1436644576
5024670,3099698,2378218067,1436185950
5010692,3120976,2383059665,1436679992
5060155,3110091,2374584070,1436668136
5131031,3150207,2376736732,1436375691
4890874,3071036,2382768583,1436839951
5058783,3101501,2374293180,1435958518
5040869,3124062,2381522875,1436920598
4984007,3097175,2380319472,1436731163
5013453,3117905,2381140065,1436433516
5042692,3098582,2376683761,1436424448
4993196,3123300,2382096343,1436343813
5058644,3108636,2375627833,1436256808
5116584,3142530,2376465194,1436513329
4911540,3082146,2383943892,1436493401
5062531,3105101,2375267180,1436820512
5039888,3123215,2379734580,1436132709
4986128,3094434,2380845456,1436848319
5011010,3119847,2382464107,1436535619
5091125,3108476,2375326419,1436373677
4846802,3049125,2340122854,1412139547
5063987,3109572,2372950757,1436047021
4966394,3112713,2385925861,1436478333
5052641,3109000,2374787716,1436421730
5068033,3106253,2374188751,1436422244
4968580,3108445,2387200845,1436892866
5047460,3114908,2372265061,1436102554
5017992,3116248,2382346354,1436837112
5022276,3100362,2379859564,1436801569
5001939,3123714,2380628618,1436167631
5068140,3109440,2374646629,1436712549
4968605,3113126,2384870674,1436171554
5058270,3108243,2376456479,1436734882
5071167,3112396,2374645520,1436717450
4968538,3109226,2386271384,1436415198
5050430,3108291,2374651119,1436550594
5013621,3122027,2379531694,1435973536
5022519,3098410,2379788719,1436442553
5001895,3122035,2381831005,1436755099
5067365,3110242,2373772072,1436200230
4973031,3111581,2382330568,1435292625
5061145,3114288,2372642021,1435958991
5065759,3108743,2374976909,1436835724
4961842,3105464,2387270975,1436613654
5060657,3111684,2374239065,1436554040
5014473,3119887,2382864990,1436858656
5021523,3096289,2377720960,1436017936
5004883,3124143,2381495409,1436507820
5062535,3110025,2375066390,1436439603
5012726,3118764,2381722363,1436444766
5008637,3105555,2377154558,1436672742
5063560,3117758,2373664790,1436221956
4962805,3107752,2387540778,1436792514
5056422,3109608,2375268440,1436554965
5012680,3118329,2381532230,1436409458
5017788,3098623,2380214815,1436855866
5015248,3128092,2379280014,1435853322
5056698,3102054,2375649066,1436815848
5140112,3163515,2378170149,1436747156
4893791,3070287,2380867360,1436122148
5061598,3111895,2374529831,1436610298
5010691,3122589,2382378816,1436326505
5011634,3102802,2378338040,1436945513
5006023,3116458,2382083386,1436759977
5021661,3093230,2379212368,1436496173
5008151,3123734,2382614273,1436743596
5054244,3102046,2374019091,1436257398
5127586,3150072,2377072998,1436794897
4906205,3078622,2384453925,1436830345
5055504,3106128,2373580743,1436192823
5034110,3120768,2382886540,1437011327
4991736,3101860,2377289631,1436129546
5009040,3120569,2381376928,1436546111
5063925,3110717,2373729585,1436562684
4971131,3116638,2384282069,1436440066
5054726,3107424,2375315645,1436874765
5110115,3140396,2374248005,1436276444
4917390,3088509,2385473701,1436805146
5056261,3106652,2374564786,1436650472
4885493,3044489,2339011131,1411709460
5046291,3109105,2375457975,1436855477
5019720,3125203,2379561256,1436132971
5026197,3105130,2380789319,1436862878
4997556,3122729,2382286512,1436699119
5069082,3103208,2374402339,1436406498
4967422,3110950,2386132946,1436598357
5051816,3111984,2372990310,1436006367
5076190,3114165,2374390199,1436398038
4967152,3108884,2386693167,1436519757
5054290,3111423,2374825094,1436438229
5020690,3123919,2376178654,1435070657
5025052,3101401,2377355640,1436086503
4996963,3119589,2382507732,1436866929
5071749,3113329,2374934163,1436641881
4965736,3110248,2386041853,1436389684
5059657,3113398,2375722582,1436924960
5068529,3112028,2372368326,1436301618
4971402,3113065,2386578739,1436501342
5048521,3110485,2373907968,1436183563
5020510,3118684,2380891702,1436414328
5024190,3100394,2380576582,1436877008
5001559,3123328,2380528248,1436174131
5066103,3106779,2375858261,1436896581
4987412,3113335,2386269485,1436704546
5040023,3111802,2374747479,1436377204
5063757,3107324,2375357858,1436737842
4965622,3119108,2382528750,1435964421
5054992,3115192,2374569790,1436587430
5020226,3121433,2382893116,1436785973
5022311,3098605,2379559003,1436330751
5008912,3124932,2381673057,1436577961
5066153,3108651,2373650655,1436162933
5032869,3123065,2382993667,1437022817
4988413,3104865,2377794904,1436638865
5061181,3105954,2374547410,1436443669
4978101,3114411,2386028294,1436965349
5043355,3105582,2374515806,1436060286
5016349,3121791,2381609511,1436504800
5025075,3106817,2378869363,1436805742
5017117,3126802,2380756084,1436316842
4983028,3045452,2328101840,1412421927
4967107,3113711,2385219928,1436201774
5047412,3106035,2374378433,1436274347
5073728,3114381,2372923674,1436266305
4973229,3115173,2386968061,1436459026
5046764,3107639,2376086545,1436936295
5020408,3120756,2380924432,1436288522
5017545,3102069,2379119881,1436472626
4998650,3119874,2382296235,1436822096
5071221,3105205,2373945481,1436370535
4965090,3109543,2387905709,1436922713
5043522,3113209,2373087525,1436257499
5071108,3111980,2375026737,1436776266
4967013,3111199,2386154725,1436565708
5049970,3111394,2374480366,1436429223
5020884,3120040,2378751831,1435375438
5019358,3099329,2377944025,1436184870
4997708,3118628,2379787756,1436031080
5070811,3108106,2375039061,1436825480
4969572,3111614,2385239719,1436325326
5050704,3110200,2369399540,1435074503
5074889,3114504,2371989091,1436098566
4968546,3110191,2387295541,1436667118
5047521,3111487,2375797403,1436716257
5025458,3121318,2381554465,1436340301
5024143,3100252,2380371327,1436749657
5001185,3123101,2381189386,1436125531
5070154,3103585,2372832271,1435651040
4969655,3109415,2385377780,1435444584
5052457,3106581,2375163946,1436526030
5069833,3108412,2375779304,1436900261
4972016,3112803,2385073891,1436142829
5046142,3108836,2375179019,1436656997
5020965,3123134,2382018674,1436862570
5023515,3101113,2379001785,1436449595
5001288,3122125,2382639847,1436929022
5063988,3104045,2371603558,1435780551
4970391,3112785,2387250992,1436776844
5049131,3109530,2375675019,1436801235
5067810,3106304,2373898398,1436360718
4967405,3106608,2386520649,1436650439
5048377,3110710,2372656779,1436238977
5014294,3117804,2382531842,1436672378
5026878,3104072,2380111207,1436827229
5003335,3123051,2380743104,1436408186
5061888,3104322,2375874066,1436856922
4964056,3113589,2384444037,1435928148
5060456,3112187,2375732227,1436678176
5068760,3111360,2375530609,1436803761
4970295,3108792,2386794245,1436301063
5056937,3111533,2375360945,1436870900
4939487,3059561,2333024626,1411394485
5000190,3126435,2364807618,1434448386
5007229,3117106,2382107834,1436401963
5082838,3102392,2373918458,1436563506
4957417,3115020,2386189635,1436721742
5051006,3107151,2372949749,1435529994
5094749,3122260,2373839926,1436590017
4953193,3105956,2387149649,1436569602
5051819,3106301,2374459082,1436316525
5029982,3120171,2382539577,1436623992
4909718,3044557,2330782057,1411601299
5013191,3117386,2382491398,1436633569
5022924,3103326,2380643993,1436891807
5006308,3124199,2380730087,1436336822
5062057,3104329,2373197394,1436044638
5032103,3126094,2381361667,1436339650
4997025,3107003,2376208251,1435899194
5064303,3111834,2375739652,1436794370
4971585,3107887,2385791561,1436400892
5045200,3113141,2369857821,1434853031
4931326,3054865,2333024686,1411504115
5008654,3100039,2378200136,1436703935
5003084,3120011,2383132197,1436863613
5080035,3107214,2375022113,1436424337
4961956,3110101,2386982731,1436552000
5046027,3107284,2374264791,1436279773
5082438,3114396,2372744441,1436360247
4964392,3111033,2386756463,1436452402
5046272,3109321,2374065338,1436488764
5022057,3118264,2382412890,1436847977
5015668,3103129,2378083593,1436245847
4995723,3115918,2383040890,1436653036
5069423,3110271,2375823018,1436885472
4871557,3052211,2337906687,1411280128
5056247,3106281,2375723165,1436858949
5113587,3148736,2373442973,1436139575
4911058,3083305,2383957319,1436508824
5061131,3105969,2375770922,1436796490
5038554,3120536,2381046184,1436435781
4988831,3099724,2379620232,1436590501
5008549,3118506,2380838113,1436233922
5081737,3110343,2372552823,1436749774
4955118,3114565,2386590443,1436825686
4963744,3037791,2323269307,1410100013
4966012,3112138,2387352125,1436880306
5050009,3112774,2373299941,1436317232
5072969,3113525,2375063843,1436782664
4972435,3113712,2387794250,1436758169
5046167,3108942,2375040450,1436274924
5019368,3120245,2382436564,1436862127
5023923,3100554,2378013013,1436137757
5002511,3119913,2381383557,1436373190
5071066,3106795,2373670105,1436396199
4965122,3107526,2383506925,1436515852
5051792,3112525,2375559616,1436870609
5070790,3110960,2373512147,1436277226
4974091,3110228,2387240127,1436803281
5053491,3111699,2375114944,1436794766
5019608,3117693,2381464991,1436356757
5025247,3100733,2380388336,1436856401
4999452,3124977,2380193882,1436227850
5067752,3107106,2375655513,1436721329
4963981,3115098,2386495935,1436742098
5059379,3111638,2373934609,1436259482
5068487,3108012,2373803867,1436379140
4967330,3114081,2385281826,1436228408
5056043,3114870,2373861787,1436369750
5017232,3120802,2383283362,1436799474
5025702,3099109,2379421905,1436516690
4990984,3114574,2370959982,1434683091
5066756,3106608,2374099630,1436352974
4965313,3111562,2386769205,1436658440
5051823,3104369,2375262453,1436660387
5066884,3109247,2373789622,1436214373
4968606,3109938,2387590807,1436866964
5048971,3108727,2372794601,1436207856
5018918,3121317,2381944005,1436432435
5025588,3103441,2378197637,1436356585
5007125,3122522,2380178243,1436437288
5062142,3103103,2375891770,1436910022
4976811,3115276,2384377936,1436313466
5049917,3116966,2375515288,1436617621
5063138,3108253,2375509103,1436878054
4964955,3106908,2386197817,1436427563
5055355,3107683,2375040938,1436506960
5018948,3121633,2380588163,1436055129
5020074,3099389,2380254515,1436804469
5009834,3125572,2381939404,1436716464
5058211,3105302,2373810781,1436264111
5068725,3134843,2380684839,1436818535
4946172,3105038,2372708679,1435288390
5063993,3110552,2374625924,1436605094
4961059,3108197,2387583639,1436909701
5058603,3107213,2375329957,1436112159
5011703,3116561,2383090835,1436925585
5020980,3100086,2378708769,1436215881
5008946,3123707,2383180867,1436843105
5058495,3109586,2375769576,1436894413
5131617,3152711,2377726275,1436636107
4893994,3074014,2383516193,1436920811
5062961,3109464,2374117385,1436332484
5042466,3123064,2380125702,1436091321
4985459,3095059,2380682422,1436451604
5016607,3121555,2381927451,1436538277
5064512,3105315,2377382119,1437008925
4971012,3117989,2383565344,1436226736
5053793,3104292,2375691244,1436807828
5110308,3138038,2375493440,1436858839
4917551,3087967,2384164141,1436402271
5057123,3108125,2375572968,1436888440
5039087,3123769,2381064084,1436227726
4991879,3099357,2379930242,1436674563
5006708,3116973,2383818830,1436934264
5084265,3106880,2373253600,1435960552
4948983,3110373,2386389546,1436450815
5047871,3106831,2373925669,1436265155
5096606,3127283,2373202328,1436448742
4939582,3100124,2387219266,1436712696
5054995,3104075,2375086766,1436522597
5030603,3115758,2378196710,1435369597
4994286,3100060,2377604268,1436190241
5012833,3122244,2382642073,1436781263
5084211,3109496,2374699267,1436803623
4950985,3111112,2386098793,1436308990
5046473,3101649,2375579853,1436900971
5086229,3120772,2371994959,1436352799
4946177,3104195,2387347256,1436546152
5053466,3110062,2375074280,1436523323
5028608,3118296,2382032888,1436663123
5013582,3106044,2380412770,1436905529
5002252,3118531,2381021352,1436263744
5082538,3109073,2375453963,1436777244
4958523,3116338,2387361472,1436955715
5049504,3103823,2375205072,1436499126
5080282,3119428,2374438953,1437008687
4953174,3113609,2383956291,1436016564
5043543,3108007,2375476101,1436892714
5022525,3116562,2382133499,1436905669
5009100,3098973,2379116301,1436504234
4996855,3116777,2380418986,1436230717
5075841,3106017,2374043527,1436289338
4964447,3116906,2387196302,1436768824
5044512,3106979,2375418969,1436959369
5076923,3114638,2373841520,1436531755
4960716,3110012,2388023553,1437012432
5044332,3116868,2372058521,1436272132
5026877,3117971,2382503815,1436899256
5018310,3105079,2379947441,1436986386
4999108,3118592,2381474405,1436453532
5072761,3105064,2375950147,1437002649
4966374,3115010,2385044591,1436276808
5044290,3102996,2374939215,1436460471
5073049,3115465,2374480490,1436579903
4965722,3106297,2386087770,1436559743
5042977,3108010,2376041954,1436918795
5027897,3121709,2379967143,1436094455
5018960,3099467,2380300892,1436754224
5000973,3123409,2382929645,1436942023
5067795,3099652,2375427815,1436448179
4974446,3116172,2386766410,1436672442
5050014,3111100,2372957300,1435950617
5073451,3113775,2374892318,1436666552
4972270,3115678,2386567186,1436917528
5042962,3106392,2374527475,1436457430
5023022,3116291,2381912738,1436565764
5016508,3095495,2376566463,1435785922
5003199,3122509,2381305896,1436325990
5067587,3106806,2374760426,1436912196
4972704,3111597,2386555610,1436420862
5051627,3108842,2370643514,1435282834
5073300,3109568,2372288644,1436186937
4972157,3112878,2386370203,1436653370
5045077,3109935,2375953489,1436913694
5023983,3118099,2381613786,1436249693
5021434,3097832,2380434616,1436891235
5003589,3122663,2380755266,1436270313
5068856,3106907,2373842279,1436460083
4970167,3111546,2386463100,1436469055
5051656,3107674,2373988133,1436481347
5070166,3109803,2375515805,1436934257
4970227,3110663,2386589580,1436186375
5059101,3117384,2374139134,1436562102
5018969,3121542,2382186452,1436816094
5023650,3098967,2379293067,1436342355
5003000,3123872,2383128588,1436952526
5062376,3103189,2372923317,1436080803
4975154,3112545,2386605923,1436979484
5047363,3115145,2375726465,1436821730
5065747,3108571,2374497025,1436375276
4969804,3112739,2387364752,1436691212
5053459,3106776,2373750220,1436136293
5012123,3118823,2380334451,1436145223
5020633,3104383,2379831442,1436835690
5005176,3122179,2380566920,1436384236
5059246,3103490,2375121258,1436904275
5016862,3121518,2380748264,1436227458
5002746,3106570,2377445123,1436790518
5064375,3107627,2375527832,1436895894
4973157,3109979,2385701916,1436380496
5054241,3109792,2375232685,1436857613
5015997,3114534,2382271684,1436190121
5021398,3104627,2378199171,1436439826
5006796,3124426,2381840286,1436499622
5059997,3103253,2374538630,1436496680
5129527,3153112,2378675894,1437004204
4890290,3077363,2379687399,1436266529
5058505,3105851,2375185935,1436792261
5035403,3122131,2383341508,1437012069
4994007,3097392,2378565381,1436423143
5012735,3120302,2383469041,1436862237
5038719,3099904,2377367901,1436247802
4990206,3122105,2383402226,1436693980
5055302,3105554,2375506948,1436845703
5120855,3141420,2374917921,1435962201
4915537,3085613,2383740306,1436716251
5055669,3106213,2373101029,1436203051
5039299,3125432,2380548665,1436359479
4985654,3097425,2378519239,1436464522
5014561,3122186,2381641650,1436284719
5041317,3100835,2374002541,1435498036
4984462,3121167,2381274894,1436215726
5056638,3112158,2375351631,1436735944
5115204,3144899,2377473110,1436976576
4914228,3086130,2384706528,1436434291
5057977,3109545,2376331319,1436841611
5040052,3124500,2379404489,1436108756
4990477,3102360,2379371158,1436475103
4538055,2822485,2156003400,1303591078
5064043,3107887,2373718227,1436467021
4991035,3116377,2385540480,1437020674
5031862,3107560,2374541422,1436310834
5017172,3124597,2382311593,1436665451
5017436,3100831,2379750065,1436802946
5023228,3126026,2380901820,1436181022
5057712,3107029,2375201130,1436725089
5131108,3151379,2376490405,1436076868
4893859,3076556,2383360351,1436782053
5056864,3108015,2375180682,1436768851
4947691,3094271,2375771654,1432471687
5058775,3112584,2375946951,1436868869
5014134,3118069,2380485515,1436120370
5026499,3105706,2379752575,1436699793
5006964,3124981,2382169200,1436920102
5055585,3100410,2373555924,1435953287
5130566,3154830,2379088850,1437011653
4891194,3075517,2380290739,1436323968
5064794,3116406,2375493039,1436793944
5042915,3128857,2382814722,1437095472
4989768,3100561,2379578756,1436368166
5014603,3121497,2382833590,1436888114
5048774,3104293,2376667559,1436345778
4981968,3117545,2381080012,1435740629
5056995,3105199,2375173736,1436572452
5121025,3143914,2375911242,1436518517
4912317,3084190,2385244435,1436935351
5058173,3104560,2373067755,1436036681
5035721,3124670,2382168237,1436781476
4992008,3099294,2380399303,1436940106
5008837,3115580,2381922982,1436349514
5094281,3111634,2375116742,1436896493
4943128,3111728,2384999943,1436229424
5052324,3105980,2375973368,1436663539
5099929,3132433,2373403146,1436469436
4930521,3094397,2384756287,1436082524
5055794,3106698,2374331895,1436557169
5037916,3123683,2380372392,1436278275
4997956,3103947,2378983870,1436323350
5006152,3115846,2382588433,1436886417
5088688,3106645,2373945569,1436424454
4945070,3108826,2381990319,1435092890
5051013,3107187,2373963641,1436296166
5101585,3136645,2375109243,1436791143
4932192,3098382,2386962289,1436931347
5059688,3106359,2374654009,1436407450
5030600,3123018,2382661906,1436980860
4998489,3099539,2378009544,1436259194
5014414,3128608,2380287831,1436433238
5085197,3109047,2374118455,1436458937
