category,ssd-eval-vgg-gpu-large,ssd-train-vgg-cpu
runtime,109.07496428489685,151.9435737133026
llc_references,69726604.97148289,53732271.028610356
llc_misses,3813444.049429658,2883242.833787466
instructions,519563185.8745247,2356643152.6839237
cycles,1391547216.3973384,1925266314.407357
gpu_core_util,178.06083650190115,128.91689373297004
gpu_core_freq,6500.0,6500.0
gpu_emc_util,41.54942965779468,30.912806539509535
gpu_emc_freq,9330.0,9330.0
