llc_references,llc_misses,instructions,cycles
227824,80047,1548636661,701288670
202135,86735,1605021131,717186572
197256,82427,1603296531,717735637
191523,77893,1604871803,717690979
1980009,1205498,1695302060,947414272
5451367,3230539,1795316560,1429299073
5501875,3326463,1838733461,1369422619
5799654,3428061,1925841603,1405586622
5794222,3435995,1931384612,1404300801
5826373,3445463,1942085566,1406550938
5925710,3513153,1983440121,1431197777
5913986,3556630,1959515743,1427204415
5827159,3452813,1940348429,1405003396
5873099,3616197,1931934214,1404365312
5829841,3451521,1943034490,1405982051
5594543,3355842,1857303531,1352040791
5724264,3426606,1898642280,1385154395
5837559,3442974,1979243722,1430127983
5705416,3376536,1972822299,1428239625
5469555,3274789,1968893919,1409013112
5305033,3121676,1953534684,1383851827
5065304,3037044,1971309225,1370253886
4876025,2911735,2009620560,1359189822
4859792,2895594,2103427835,1391970459
4719119,2837791,2179298965,1400188943
4756701,2837473,2229788025,1404671607
4745699,2911169,2306469698,1430965524
4703506,2841719,2258685316,1404474270
4781146,2811514,2257503514,1404573492
4759872,2905307,2303038633,1428812049
4746200,2824428,2263218435,1405801824
4619427,2796548,2219077909,1380682356
4770767,2836928,2253006345,1404980277
4743357,2924719,2275868600,1405942866
4700444,2862987,2255327848,1404078077
4850973,2863374,2306279262,1431095554
4751577,2912543,2304076553,1430824050
4857407,2872398,2307216936,1431379954
4729652,2907225,2309605132,1431359831
4831197,2876969,2307018681,1431263780
4798744,2900273,2305646850,1430738639
4809874,2893234,2298618018,1429719610
4781672,2882891,2309442952,1431661809
4794255,2881565,2306191255,1431510418
4693027,2839598,2266677746,1405163796
4781608,2840665,2251863273,1404815915
4686254,2862199,2260132323,1406092951
4691393,2837539,2261705108,1404890298
4851908,2870929,2305866486,1431272295
4690914,2848056,2264145883,1405538532
4728915,2827940,2257118069,1404796938
4625665,2806243,2217463377,1380903552
4838193,2878171,2302904055,1431366229
4694413,2850589,2261683887,1406794111
4714495,2845827,2259179219,1404734311
4858232,2870193,2307426073,1430706823
4759466,2921783,2307271907,1430794773
4866611,2877107,2305356331,1430906277
4746741,2906752,2308039906,1431080292
4743154,2818253,2254446850,1403416211
4743547,2838943,2263409036,1406429546
4749823,2895873,2280840843,1422808205
4804682,2909746,2302307996,1428309454
4792460,2847442,2252928514,1405280550
4741770,2885541,2311925587,1430920807
4785092,2894509,2310219425,1431107813
4837364,2874153,2298326483,1429522979
4775412,2900525,2313921651,1431449448
4839853,2863997,2308784167,1431533228
3259861,2127823,1466934211,967389186
4312248,2638416,1957268519,1244536324
4657970,2854439,2254225073,1403719807
4767633,2886496,2314318267,1431661434
4823007,2863528,2311342290,1431673265
4685618,2843868,2261972618,1405234887
4851184,2876748,2304028614,1430467339
4700839,2859357,2261242815,1406132951
4806545,2874076,2310105285,1431466031
4810183,2898429,2303908092,1430801831
4802271,2952586,2273060376,1406497179
4706143,2850585,2264434524,1404606885
4829527,2873037,2252348108,1405670904
4693766,2860692,2310512928,1431376565
4784566,2902951,2307909029,1431058162
4776657,2813662,2261150928,1406712546
4695259,2863883,2268390243,1409201477
4530861,2711998,2148733415,1345619147
4782351,2893779,2311991560,1430845762
4835618,2877237,2300797773,1431096562
4736452,2934665,2282958469,1408796729
4712980,2849491,2261560808,1404512423
4838216,2870705,2307828962,1430206924
4765072,2892597,2312838477,1431470017
4732347,2823065,2260358731,1404057645
