category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,65.2742862701416,95.41042017936707
llc_references,44530655.63897763,42924215.597826086
llc_misses,3492942.252396166,2466635.8586956523
instructions,466707447.3642173,1940215085.9130435
cycles,981622607.7635783,1633971662.8369565
gpu_core_util,282.50798722044726,186.5
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.59744408945687,35.858695652173914
gpu_emc_freq,9330.0,9330.0
