r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
144989814,1225711681,2720236113,4577725145,0,1300,0,1866
133207702,1025541427,2266823402,4186764039,0,1300,1,1866
171167811,1403632377,2985017601,5594372765,0,1300,1,1866
199907547,1779098820,3846863794,6848424855,0,1300,3,1866
221021913,1789686397,3928920126,7221588072,0,1300,3,1866
210448375,1735529950,3780551377,6915960736,0,1300,4,1866
213409381,1570711990,3468093235,6516612493,0,1300,4,1866
161755828,1468049877,3885848074,6200224864,0,1300,4,1866
212382377,1730721255,3914872908,6853838569,0,1300,4,1866
161446239,1647691197,3957927697,5689240797,0,1300,4,1866
152672936,1576693577,3935411039,5927923400,0,1300,3,1866
192127679,1853049680,4521513108,6768516910,0,1300,3,1866
185734190,1552567055,3467583848,5936504735,0,1300,3,1866
143423590,1554496343,4326192287,5634152610,0,1300,3,1866
181223206,1556867601,3881368417,6247703663,0,1300,3,1866
202095619,1687230749,3811796608,6455502407,0,1300,3,1866
127125611,1028017116,2279804842,3909892324,0,1300,3,1866
132070774,1047806680,2287956850,4092454831,0,1300,3,1866
109932350,960191605,2205324081,3803865275,0,1300,3,1866
120697087,1017478679,2265946969,4222189200,0,1300,2,1866
165637353,1362758831,2993851145,5740428483,0,1300,2,1866
80568092,672313079,1618757373,2634995676,0,1300,3,1866
158228429,969956252,2111429207,4311821396,0,1300,2,1866
214649915,1338015137,2875341363,6548710425,0,1300,2,1866
104049928,882846033,2030638473,3691625322,0,1300,3,1866
113681006,793617637,1815868572,3531883504,0,1300,3,1866
118191848,1054734318,2397803541,4079198964,0,1300,3,1866
170748092,1150580026,2504076662,5201964692,0,1300,2,1866
160490811,1250365118,3089283485,5421419222,0,1300,3,1866
153147854,1207370658,2624792492,5096211415,0,1300,3,1866
211241266,1477881875,3192495913,6755654742,0,1300,3,1866
211540726,1521849733,3331550071,6789723330,0,1300,3,1866
207340635,1483731081,3278900160,6902850857,0,1300,4,1866
65875507,494649742,1094481161,2133630107,0,1300,4,1866
