r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
143565235,1202477941,2663742868,4534829896,0,1300,0,1866
131545132,1008255874,2226611207,4114832996,0,1300,1,1866
176713027,1445708315,3073436473,5692705446,0,1300,1,1866
217695851,1804825410,3930782901,7196916918,0,1300,2,1866
209584440,1737574625,3800587611,7032283760,0,1300,3,1866
196862189,1623429621,3536982298,6445876470,0,1300,4,1866
192296751,1602364886,3732564582,6443404195,0,1300,4,1866
153206459,1338491890,3310665203,5269358526,0,1300,4,1866
195878309,1385089986,3059738282,5897597445,0,1300,4,1866
184520989,1952647791,4675691650,6729485581,0,1300,3,1866
146276818,1546957724,3914395121,5754282265,0,1300,3,1866
214714599,1898317250,4431496802,6821839551,0,1300,3,1866
133980796,1168588347,2670917049,4184696618,0,1300,3,1866
167208091,1851618831,4994857932,6543888594,0,1300,3,1866
203486502,1402651191,3057270745,6201409379,0,1300,3,1866
178364127,1684992744,3773605022,5997695834,0,1300,3,1866
124069359,979634795,2159516600,3844372400,0,1300,3,1866
143828845,1200621550,2648919056,4606845748,0,1300,3,1866
103084428,886443501,2050166623,3482990256,0,1300,3,1866
135651032,1086753983,2424567104,4814614727,0,1300,2,1866
123971959,1066618970,2468085857,4115360720,0,1300,3,1866
126637265,865777799,1952774442,3719964776,0,1300,3,1866
184884686,1095331507,2372019680,5313415431,0,1300,3,1866
143169067,1021585686,2300000304,4524497279,0,1300,3,1866
142221258,983190613,2226883659,4910901979,0,1300,3,1866
165446407,1469255813,3295359256,5668588470,0,1300,3,1866
142582974,1166004269,2599296189,4870031678,0,1300,3,1866
164624571,1281525513,2751845243,5732128619,0,1300,3,1866
150132664,1380869983,3119214526,4919932690,0,1300,3,1866
158556451,1277420806,3108221448,5588174201,0,1300,3,1866
139257791,1402341225,3135359697,4856545780,0,1300,3,1866
188993204,1388259733,3045239357,5589864709,0,1300,3,1866
182115684,1283655511,2826549963,5674824090,0,1300,3,1866
209779536,1423833530,3097012286,6665819898,0,1300,3,1866
220610961,1977788862,4540415131,7039536882,0,1300,4,1866
216012449,1461194678,3276514497,7064932185,0,1300,4,1866
198471427,1592147524,3649324329,7157716831,0,1300,4,1866
202793353,1513000659,3467279025,6720063356,0,1300,5,1866
192089543,1458180474,3306751203,6233892962,0,1300,5,1866
174019722,1258140094,2804459360,5554265710,0,1300,5,1866
68919020,680542739,1615402244,2475785108,0,1300,4,1866
