category,ssd-eval-vgg-gpu-small,ssd-train-vgg-cpu
runtime,64.82608938217163,301.28845834732056
llc_references,45482224.29032258,64787602.70068027
llc_misses,3411746.6612903224,3099315.2721088436
instructions,468783218.30645156,4005754835.7653065
cycles,984130469.9354839,3236615392.214286
gpu_core_util,280.98387096774195,61.615646258503396
gpu_core_freq,6500.0,6500.0
gpu_emc_util,51.983870967741936,13.081632653061224
gpu_emc_freq,9330.0,9330.0
