category,SparkDSLRCpu,GpuKMeansBatchGpu
runtime,40.45532703399658,57.36802268028259
llc_references,108478654.325,111412156.89473684
llc_misses,777877441.975,855561157.5087719
instructions,1788703934.075,1955427570.7192984
cycles,3527286607.175,3671581800.1578946
gpu_core_util,0.0,0.0
gpu_core_freq,1122.0,1122.0
gpu_emc_util,5.2,4.771929824561403
gpu_emc_freq,1600.0,1600.0
