category,GpuKMeansBatchCpu,ssd-eval-vgg-gpu-dynamic,ssd-train-vgg-cpu
runtime,63.489633321762085,96.57565498352051,209.55132699012756
llc_references,29452657.725694444,55725910.83153348,76313642.95100223
llc_misses,5425861.423611111,5425967.537796976,4376085.345211581
instructions,554689566.3715278,449649525.0,2070425105.935412
cycles,1016557660.2256944,1266073967.138229,1767548757.3830736
gpu_core_util,176.47569444444443,187.7429805615551,201.74832962138083
gpu_core_freq,6500.0,6500.0,6500.0
gpu_emc_util,43.21180555555556,42.04103671706264,42.79510022271715
gpu_emc_freq,9330.0,9330.0,9330.0
