category,GpuKMeansGpu,GpuKMeansBatchGpu
runtime,59.95747709274292,65.26244187355042
llc_references,111375332.7413793,102543580.14195584
llc_misses,808860350.7413793,821152453.8170347
instructions,1863921103.1034482,1891371583.611987
cycles,3745709961.362069,3611641381.719243
gpu_core_util,0.5689655172413793,2.050473186119874
gpu_core_freq,5610.0,5610.0
gpu_emc_util,28.448275862068964,28.23343848580442
gpu_emc_freq,8000.0,8000.0
