category,ntail-xapian,GpuKMeansBatchCpu
runtime,38.12280988693237,132.7966001033783
llc_references,131580227.69461079,68632481.32605304
llc_misses,26588827.245508984,16137125.382215288
instructions,2921862220.02994,2019576801.622465
cycles,3840220496.4071856,2584081386.645866
gpu_core_util,0.748502994011976,0.608424336973479
gpu_core_freq,6500.0,6500.0
gpu_emc_util,33.952095808383234,18.057722308892355
gpu_emc_freq,9330.0,9330.0
